Datetime,Open,High,Low,Close,Volume
2026-03-09 14:00:00+05:30,189.6999969482422,189.8000030517578,189.0,189.0,325473
2026-03-09 14:15:00+05:30,189.1999969482422,190.36000061035156,188.38999938964844,189.47999572753906,512181
2026-03-09 14:30:00+05:30,189.61000061035156,190.47000122070312,189.27999877929688,190.1699981689453,404183
2026-03-09 14:45:00+05:30,190.1999969482422,190.89999389648438,189.6699981689453,190.14999389648438,467984
2026-03-09 15:00:00+05:30,190.27000427246094,191.1999969482422,189.88999938964844,190.39999389648438,623582
2026-03-09 15:15:00+05:30,190.38999938964844,191.1699981689453,188.3699951171875,190.02999877929688,1544302
2026-03-10 09:15:00+05:30,196.99000549316406,198.3000030517578,188.47000122070312,188.91000366210938,1264065
2026-03-10 09:30:00+05:30,189.16000366210938,189.16000366210938,187.2899932861328,187.61000061035156,1221552
2026-03-10 09:45:00+05:30,187.4199981689453,187.89999389648438,186.6699981689453,187.8800048828125,630813
2026-03-10 10:00:00+05:30,187.6999969482422,191.75,187.5,191.0800018310547,933944
2026-03-10 10:15:00+05:30,191.0500030517578,191.6199951171875,189.86000061035156,190.11000061035156,478648
2026-03-10 10:30:00+05:30,190.11000061035156,193.39999389648438,190.11000061035156,192.6699981689453,1049819
2026-03-10 10:45:00+05:30,192.75999450683594,194.39999389648438,192.0800018310547,193.75,635832
2026-03-10 11:00:00+05:30,193.67999267578125,194.4499969482422,193.0500030517578,194.1199951171875,422531
2026-03-10 11:15:00+05:30,194.25,194.75,193.8300018310547,194.08999633789062,349538
2026-03-10 11:30:00+05:30,194.13999938964844,197.0800018310547,194.0800018310547,196.72000122070312,677909
2026-03-10 11:45:00+05:30,196.7100067138672,197.49000549316406,195.35000610351562,195.3699951171875,712127
2026-03-10 12:00:00+05:30,195.3699951171875,195.5,194.10000610351562,194.10000610351562,326283
2026-03-10 12:15:00+05:30,194.17999267578125,194.8000030517578,194.02000427246094,194.5,236444
2026-03-10 12:30:00+05:30,194.49000549316406,194.99000549316406,194.32000732421875,194.74000549316406,152423
2026-03-10 12:45:00+05:30,194.6999969482422,196.13999938964844,194.6999969482422,195.77999877929688,339942
2026-03-10 13:00:00+05:30,195.77999877929688,195.86000061035156,193.8699951171875,193.89999389648438,315945
2026-03-10 13:15:00+05:30,194.0,194.8000030517578,193.80999755859375,194.75999450683594,181062
2026-03-10 13:30:00+05:30,194.6699981689453,195.3800048828125,194.4499969482422,194.89999389648438,153502
2026-03-10 13:45:00+05:30,194.86000061035156,194.9499969482422,194.41000366210938,194.6300048828125,81579
2026-03-10 14:00:00+05:30,194.66000366210938,195.19000244140625,194.30999755859375,195.02000427246094,152665
2026-03-10 14:15:00+05:30,195.0399932861328,195.3300018310547,194.11000061035156,194.19000244140625,175464
2026-03-10 14:30:00+05:30,194.41000366210938,194.99000549316406,194.1999969482422,194.99000549316406,229229
2026-03-10 14:45:00+05:30,194.99000549316406,195.10000610351562,194.5,194.8699951171875,171374
2026-03-10 15:00:00+05:30,194.8699951171875,194.8699951171875,192.5,192.88999938964844,834759
2026-03-10 15:15:00+05:30,192.86000061035156,194.5800018310547,192.82000732421875,194.5,1116334
2026-03-11 09:15:00+05:30,189.97999572753906,195.33999633789062,189.97999572753906,194.05999755859375,552905
2026-03-11 09:30:00+05:30,194.1199951171875,194.67999267578125,193.6199951171875,193.99000549316406,320779
2026-03-11 09:45:00+05:30,194.07000732421875,194.39999389648438,193.3699951171875,193.77999877929688,180845
2026-03-11 10:00:00+05:30,193.82000732421875,194.35000610351562,193.60000610351562,194.0800018310547,122813
2026-03-11 10:15:00+05:30,194.0800018310547,194.1999969482422,191.1999969482422,191.52000427246094,387742
2026-03-11 10:30:00+05:30,191.5,191.91000366210938,189.6199951171875,190.10000610351562,409339
2026-03-11 10:45:00+05:30,190.00999450683594,190.49000549316406,189.4199981689453,190.3300018310547,233034
2026-03-11 11:00:00+05:30,190.39999389648438,191.02999877929688,190.07000732421875,190.50999450683594,253791
2026-03-11 11:15:00+05:30,190.50999450683594,190.6699981689453,190.14999389648438,190.60000610351562,90380
2026-03-11 11:30:00+05:30,190.60000610351562,191.5399932861328,190.39999389648438,191.41000366210938,162722
2026-03-11 11:45:00+05:30,191.41000366210938,191.80999755859375,191.0500030517578,191.5,185993
2026-03-11 12:00:00+05:30,191.44000244140625,191.6999969482422,190.2100067138672,190.49000549316406,179093
2026-03-11 12:15:00+05:30,190.47999572753906,190.9499969482422,190.41000366210938,190.86000061035156,63604
2026-03-11 12:30:00+05:30,190.92999267578125,190.9600067138672,190.0,190.4199981689453,170772
2026-03-11 12:45:00+05:30,190.4199981689453,190.47999572753906,190.0500030517578,190.05999755859375,46979
2026-03-11 13:00:00+05:30,190.05999755859375,190.6999969482422,190.0,190.08999633789062,64917
2026-03-11 13:15:00+05:30,190.02000427246094,190.63999938964844,190.0,190.3800048828125,73058
2026-03-11 13:30:00+05:30,190.39999389648438,190.58999633789062,189.33999633789062,189.33999633789062,392410
2026-03-11 13:45:00+05:30,189.38999938964844,189.5500030517578,189.25,189.4499969482422,53723
2026-03-11 14:00:00+05:30,189.4499969482422,189.8000030517578,189.1699981689453,189.39999389648438,60381
2026-03-11 14:15:00+05:30,189.38999938964844,189.38999938964844,188.10000610351562,189.35000610351562,234127
2026-03-11 14:30:00+05:30,189.22000122070312,189.3300018310547,188.66000366210938,188.9499969482422,91304
2026-03-11 14:45:00+05:30,189.02000427246094,189.4199981689453,188.75999450683594,188.9600067138672,172522
2026-03-11 15:00:00+05:30,189.02000427246094,189.02000427246094,187.1999969482422,187.1999969482422,248734
2026-03-11 15:15:00+05:30,187.22000122070312,187.49000549316406,186.0,186.9199981689453,689239
2026-03-12 09:15:00+05:30,186.0,186.0,177.3800048828125,178.35000610351562,1412871
2026-03-12 09:30:00+05:30,178.4499969482422,182.07000732421875,178.27999877929688,181.44000244140625,961957
2026-03-12 09:45:00+05:30,181.35000610351562,184.72999572753906,180.9600067138672,184.08999633789062,673261
2026-03-12 10:00:00+05:30,184.05999755859375,185.13999938964844,183.3000030517578,183.47999572753906,483857
2026-03-12 10:15:00+05:30,183.49000549316406,184.1999969482422,182.25,183.7899932861328,400589
2026-03-12 10:30:00+05:30,183.69000244140625,185.64999389648438,183.25,185.55999755859375,406874
2026-03-12 10:45:00+05:30,185.52999877929688,189.39999389648438,185.5,189.16000366210938,1359859
2026-03-12 11:00:00+05:30,189.19000244140625,190.8300018310547,188.89999389648438,189.1199951171875,917901
2026-03-12 11:15:00+05:30,189.14999389648438,191.47999572753906,188.1999969482422,190.2100067138672,695214
2026-03-12 11:30:00+05:30,190.32000732421875,192.47000122070312,190.02999877929688,190.3300018310547,807343
2026-03-12 11:45:00+05:30,190.33999633789062,191.4499969482422,189.77999877929688,190.9499969482422,277206
2026-03-12 12:00:00+05:30,190.89999389648438,192.77999877929688,190.22000122070312,192.75,432653
2026-03-12 12:15:00+05:30,192.66000366210938,192.88999938964844,191.8800048828125,192.19000244140625,434609
2026-03-12 12:30:00+05:30,192.19000244140625,192.3800048828125,191.0,191.41000366210938,209169
2026-03-12 12:45:00+05:30,191.41000366210938,192.0,191.41000366210938,191.89999389648438,101077
2026-03-12 13:00:00+05:30,192.0,192.49000549316406,191.27000427246094,192.49000549316406,196984
2026-03-12 13:15:00+05:30,192.4600067138672,192.64999389648438,191.8300018310547,192.63999938964844,163681
2026-03-12 13:30:00+05:30,192.66000366210938,193.3300018310547,192.5,193.16000366210938,334710
2026-03-12 13:45:00+05:30,193.1699981689453,193.9499969482422,192.8000030517578,193.1999969482422,401244
2026-03-12 14:00:00+05:30,193.1999969482422,193.60000610351562,192.0399932861328,192.50999450683594,248122
2026-03-12 14:15:00+05:30,192.50999450683594,193.0,192.0800018310547,192.50999450683594,122503
2026-03-12 14:30:00+05:30,192.50999450683594,192.8000030517578,191.35000610351562,191.35000610351562,319448
