Datetime,Open,High,Low,Close,Volume
2026-03-12 13:30:00+05:30,23765.25,23832.650390625,23764.69921875,23789.900390625,0
2026-03-12 13:45:00+05:30,23789.349609375,23801.25,23738.599609375,23738.599609375,0
2026-03-12 14:00:00+05:30,23740.55078125,23771.55078125,23701.94921875,23738.900390625,0
2026-03-12 14:15:00+05:30,23739.349609375,23758.150390625,23709.650390625,23711.80078125,0
2026-03-12 14:30:00+05:30,23713.5,23745.150390625,23697.94921875,23699.75,0
